NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 747.01, Orange County, California",8404,51302,1235,352100,133,10,4,0,4219,201,06,059,074701
"Census Tract 878.01, Orange County, California",5299,56782,1417,349700,450,155,48,28,2540,264,06,059,087801
"Census Tract 871.05, Orange County, California",4268,60887,1179,436100,849,45,8,22,2375,106,06,059,087105
"Census Tract 421.06, Orange County, California",1356,102604,2083,617900,288,150,53,9,720,84,06,059,042106
"Census Tract 421.09, Orange County, California",4920,74688,1869,589500,1002,332,104,92,2735,194,06,059,042109
"Census Tract 626.46, Orange County, California",3729,33683,1291,161000,653,466,111,85,1061,94,06,059,062646
"Census Tract 632.01, Orange County, California",3904,64478,1522,767400,839,181,55,41,2391,86,06,059,063201
"Census Tract 636.05, Orange County, California",5334,42063,1366,369000,270,101,48,0,3070,397,06,059,063605
"Census Tract 637.02, Orange County, California",5322,43384,1350,430900,694,178,53,46,3006,268,06,059,063702
"Census Tract 639.08, Orange County, California",5474,76540,1483,518700,1202,308,82,26,3799,181,06,059,063908
"Census Tract 741.08, Orange County, California",4919,67115,1550,363000,119,36,9,2,2381,209,06,059,074108
"Census Tract 524.28, Orange County, California",6629,135246,2313,490700,1605,661,220,104,3784,193,06,059,052428
"Census Tract 525.14, Orange County, California",5820,81174,1668,667100,1527,614,206,57,3010,359,06,059,052514
"Census Tract 993.06, Orange County, California",6293,91964,1578,761600,1294,399,128,62,4360,129,06,059,099306
"Census Tract 994.02, Orange County, California",9454,37784,1363,,330,118,17,0,4246,452,06,059,099402
"Census Tract 994.07, Orange County, California",2491,80380,1382,619200,391,127,46,25,1337,143,06,059,099407
"Census Tract 996.02, Orange County, California",3360,90479,1667,507300,506,156,30,26,1745,147,06,059,099602
"Census Tract 997.01, Orange County, California",6644,52182,1483,436300,863,101,39,15,3218,270,06,059,099701
"Census Tract 998.03, Orange County, California",5554,40759,975,441900,508,89,57,39,2697,192,06,059,099803
"Census Tract 999.06, Orange County, California",5109,99219,2122,537700,902,290,55,41,2629,225,06,059,099906
"Census Tract 1100.04, Orange County, California",5083,98446,2118,492500,784,321,90,13,2731,152,06,059,110004
"Census Tract 1100.08, Orange County, California",4309,101791,1756,777200,900,565,132,124,2202,146,06,059,110008
"Census Tract 1100.11, Orange County, California",2936,87267,1955,471500,450,234,76,22,1456,79,06,059,110011
"Census Tract 1101.17, Orange County, California",6126,86776,1759,489300,1162,645,33,10,3059,165,06,059,110117
"Census Tract 1101.18, Orange County, California",2611,171302,3501,859800,657,407,76,63,1433,54,06,059,110118
"Census Tract 1102.02, Orange County, California",7578,55800,1257,481900,907,313,43,17,3523,262,06,059,110202
"Census Tract 1103.01, Orange County, California",7646,78212,1518,425700,1127,248,10,41,3879,241,06,059,110301
"Census Tract 1103.03, Orange County, California",4851,89750,1826,396700,523,222,89,28,2407,121,06,059,110303
"Census Tract 1104.01, Orange County, California",5386,93901,1768,398700,957,131,65,0,2594,115,06,059,110401
"Census Tract 1100.15, Orange County, California",3505,103169,2266,670800,573,492,57,22,1625,162,06,059,110015
"Census Tract 995.12, Orange County, California",3063,92105,1681,828500,784,251,60,14,1899,80,06,059,099512
"Census Tract 999.05, Orange County, California",4102,55882,1381,389500,468,72,0,10,2514,206,06,059,099905
"Census Tract 114.03, Orange County, California",6407,51600,1260,426600,808,185,36,34,3092,339,06,059,011403
"Census Tract 11.02, Orange County, California",3002,72292,1172,404700,314,150,7,8,1726,94,06,059,001102
"Census Tract 15.07, Orange County, California",4536,72973,1592,448600,1080,299,63,23,2695,219,06,059,001507
"Census Tract 111.01, Orange County, California",4480,60278,1000,427000,330,97,14,23,2358,176,06,059,011101
"Census Tract 117.08, Orange County, California",4121,56406,1444,553800,697,156,28,66,2311,166,06,059,011708
"Census Tract 117.10, Orange County, California",3660,105349,2221,610600,756,340,33,37,2022,365,06,059,011710
"Census Tract 219.03, Orange County, California",3999,94000,2062,482900,689,273,0,0,2293,222,06,059,021903
"Census Tract 219.12, Orange County, California",4485,146458,2769,817900,984,443,203,164,2197,90,06,059,021912
"Census Tract 219.20, Orange County, California",6979,125331,2309,622100,1746,683,155,174,3934,194,06,059,021920
"Census Tract 320.03, Orange County, California",4985,128839,2071,584600,1025,318,119,124,2659,218,06,059,032003
"Census Tract 320.29, Orange County, California",4528,97872,2126,497600,925,246,105,72,2790,142,06,059,032029
"Census Tract 320.49, Orange County, California",9431,121293,1849,594600,2099,728,402,109,5096,230,06,059,032049
"Census Tract 320.54, Orange County, California",5034,68160,1606,381600,1073,319,64,116,2723,30,06,059,032054
"Census Tract 320.56, Orange County, California",7857,131187,1817,644300,1615,837,217,124,3994,89,06,059,032056
"Census Tract 12.01, Orange County, California",5438,53463,1323,350800,374,67,28,11,2756,215,06,059,001201
"Census Tract 1100.06, Orange County, California",3146,99688,1443,836900,686,286,118,15,1625,100,06,059,110006
"Census Tract 1100.14, Orange County, California",5002,64526,1615,363600,673,201,42,48,2617,201,06,059,110014
"Census Tract 1101.04, Orange County, California",5690,59607,1400,535500,864,428,5,39,2853,197,06,059,110104
"Census Tract 1103.04, Orange County, California",4466,100576,1937,446100,804,156,57,11,2476,121,06,059,110304
"Census Tract 1106.07, Orange County, California",4530,82500,1680,398500,657,281,91,81,2381,195,06,059,110607
"Census Tract 994.05, Orange County, California",4409,81062,1656,604300,753,230,83,97,2446,225,06,059,099405
"Census Tract 994.06, Orange County, California",4654,82426,1356,644900,956,436,121,65,2237,128,06,059,099406
"Census Tract 994.12, Orange County, California",4942,85275,1679,654700,861,588,114,54,2815,207,06,059,099412
"Census Tract 995.02, Orange County, California",589,71750,1696,-666666666,64,22,0,14,223,8,06,059,099502
"Census Tract 995.09, Orange County, California",3564,31325,592,177600,730,289,104,96,821,48,06,059,099509
"Census Tract 995.14, Orange County, California",4888,106667,3191,923600,1207,637,443,155,2316,67,06,059,099514
"Census Tract 996.01, Orange County, California",7026,44568,1316,536500,576,158,34,43,3113,263,06,059,099601
"Census Tract 996.03, Orange County, California",6696,83974,1870,543500,1168,401,15,27,3604,329,06,059,099603
"Census Tract 997.03, Orange County, California",5281,77803,1717,536700,844,439,98,74,3042,193,06,059,099703
"Census Tract 999.04, Orange County, California",6830,45231,1256,435100,495,62,0,30,3368,274,06,059,099904
"Census Tract 1100.07, Orange County, California",4685,133553,3141,843700,1219,606,132,18,2212,90,06,059,110007
"Census Tract 1101.08, Orange County, California",2805,81971,1389,684000,519,222,82,46,1519,104,06,059,110108
"Census Tract 524.25, Orange County, California",5726,85154,1608,459700,1275,396,103,137,3603,135,06,059,052425
"Census Tract 525.06, Orange County, California",2558,110240,2679,676200,605,228,70,104,1344,115,06,059,052506
"Census Tract 525.24, Orange County, California",9117,75814,2083,595800,1536,825,248,230,5021,473,06,059,052524
"Census Tract 626.14, Orange County, California",16565,41763,1280,403400,1887,1789,244,1118,7292,369,06,059,062614
"Census Tract 626.25, Orange County, California",4491,44423,1643,206400,591,301,45,37,1986,130,06,059,062625
"Census Tract 626.35, Orange County, California",4405,106069,1950,534000,1227,501,47,66,2808,138,06,059,062635
"Census Tract 13.03, Orange County, California",5770,68333,1381,284200,745,242,69,3,3188,340,06,059,001303
"Census Tract 14.03, Orange County, California",3157,92009,2213,533400,479,239,8,10,1657,122,06,059,001403
"Census Tract 15.05, Orange County, California",7089,90938,1594,499300,1377,662,193,25,3730,352,06,059,001505
"Census Tract 17.04, Orange County, California",7658,101570,2312,656800,1786,762,319,144,3502,185,06,059,001704
"Census Tract 17.05, Orange County, California",4613,75294,1378,599800,609,294,48,20,2343,233,06,059,001705
"Census Tract 17.06, Orange County, California",3726,120833,1143,865900,775,362,190,149,1577,25,06,059,001706
"Census Tract 116.01, Orange County, California",7794,50769,1277,337700,631,182,0,8,4113,513,06,059,011601
"Census Tract 878.03, Orange County, California",5703,35607,1349,345600,256,38,50,0,2539,345,06,059,087803
"Census Tract 881.04, Orange County, California",4998,58631,1374,378800,478,193,50,17,2493,142,06,059,088104
"Census Tract 884.03, Orange County, California",7749,74588,1618,354300,822,146,20,13,4459,389,06,059,088403
"Census Tract 886.02, Orange County, California",4444,57000,1474,356600,451,109,0,0,2377,148,06,059,088602
"Census Tract 888.01, Orange County, California",7939,43750,1344,311200,1016,209,35,0,4299,364,06,059,088801
"Census Tract 888.02, Orange County, California",5650,48651,1349,416200,407,124,34,5,2768,250,06,059,088802
"Census Tract 890.03, Orange County, California",3965,49563,1452,308300,183,27,7,5,1982,257,06,059,089003
"Census Tract 890.04, Orange County, California",7996,44904,1348,215700,213,113,8,0,3758,436,06,059,089004
"Census Tract 891.05, Orange County, California",6421,46411,1381,340100,60,24,25,0,3174,331,06,059,089105
"Census Tract 992.22, Orange County, California",5499,57350,1759,444700,693,142,65,73,2550,313,06,059,099222
"Census Tract 992.29, Orange County, California",6428,67386,1602,576900,1245,343,57,74,3324,253,06,059,099229
"Census Tract 992.46, Orange County, California",3568,90750,2767,665400,677,290,68,11,1774,200,06,059,099246
"Census Tract 992.51, Orange County, California",5888,65679,1494,644300,1141,261,154,3,3214,91,06,059,099251
"Census Tract 993.08, Orange County, California",6076,164058,3313,1142400,1532,601,451,241,2993,60,06,059,099308
"Census Tract 994.11, Orange County, California",5348,58873,1520,508500,865,301,24,11,3107,277,06,059,099411
"Census Tract 994.13, Orange County, California",8074,60536,1137,716500,1012,688,160,192,4108,169,06,059,099413
"Census Tract 994.15, Orange County, California",5701,134554,2379,839100,1368,598,150,43,2910,175,06,059,099415
"Census Tract 994.17, Orange County, California",4335,101600,1728,581300,1265,423,168,43,2850,360,06,059,099417
"Census Tract 995.08, Orange County, California",4760,72139,1727,371800,773,318,79,25,2458,268,06,059,099508
"Census Tract 995.11, Orange County, California",3111,85588,1436,1073600,990,367,191,67,2143,86,06,059,099511
"Census Tract 629, Orange County, California",1524,135000,2214,2000001,565,125,116,51,609,64,06,059,062900
"Census Tract 992.03, Orange County, California",6549,65170,1252,426400,585,117,16,9,3032,146,06,059,099203
"Census Tract 992.16, Orange County, California",4095,91680,1824,554200,594,250,78,38,2414,116,06,059,099216
"Census Tract 992.25, Orange County, California",3278,96111,2519,644300,585,249,68,35,1631,86,06,059,099225
"Census Tract 758.11, Orange County, California",3208,70071,1426,622800,332,173,23,17,1579,108,06,059,075811
"Census Tract 759.01, Orange County, California",4121,58942,1449,487000,597,227,33,43,2378,244,06,059,075901
"Census Tract 762.02, Orange County, California",6133,81218,1657,460700,821,366,45,45,3351,274,06,059,076202
"Census Tract 864.04, Orange County, California",6914,58315,1460,385100,397,81,17,0,3368,311,06,059,086404
"Census Tract 864.05, Orange County, California",7665,50658,1327,376300,213,113,0,0,3812,215,06,059,086405
"Census Tract 866.01, Orange County, California",9971,42308,1226,352100,412,114,76,45,4337,638,06,059,086601
"Census Tract 877.04, Orange County, California",5342,82500,1726,411000,741,132,31,36,2687,182,06,059,087704
"Census Tract 878.06, Orange County, California",5055,36452,1200,371800,460,92,18,17,2476,264,06,059,087806
"Census Tract 881.07, Orange County, California",6276,49487,1350,363700,688,127,23,34,3124,305,06,059,088107
"Census Tract 218.09, Orange County, California",3079,106250,1343,628500,603,223,15,40,1542,67,06,059,021809
"Census Tract 218.12, Orange County, California",6192,94332,1774,444500,1143,209,59,161,3692,267,06,059,021812
"Census Tract 218.20, Orange County, California",4553,122679,1848,641900,949,341,79,91,2471,252,06,059,021820
"Census Tract 218.22, Orange County, California",8871,125000,2107,802200,1784,737,400,54,4700,300,06,059,021822
"Census Tract 218.28, Orange County, California",4353,146053,2696,759100,1042,445,131,37,2581,194,06,059,021828
"Census Tract 219.19, Orange County, California",2813,114583,2163,688100,632,230,99,29,1505,124,06,059,021919
"Census Tract 219.22, Orange County, California",4813,76639,1678,461500,959,415,133,73,2857,134,06,059,021922
"Census Tract 219.23, Orange County, California",6723,120405,2218,578100,1717,633,248,275,4067,190,06,059,021923
"Census Tract 320.23, Orange County, California",13814,136507,2644,847800,3113,1057,344,200,6036,192,06,059,032023
"Census Tract 320.55, Orange County, California",3827,73500,1380,453200,463,197,34,52,2208,89,06,059,032055
"Census Tract 992.15, Orange County, California",5004,84079,1898,525500,906,351,91,58,2898,125,06,059,099215
"Census Tract 992.26, Orange County, California",4338,93846,2528,655800,815,240,134,36,2175,205,06,059,099226
"Census Tract 992.31, Orange County, California",5536,119313,2907,688700,1243,613,245,93,2681,120,06,059,099231
"Census Tract 992.41, Orange County, California",4431,49747,1365,573300,807,180,62,37,2530,219,06,059,099241
"Census Tract 992.50, Orange County, California",3005,77781,1685,655900,452,157,33,0,1637,156,06,059,099250
"Census Tract 995.04, Orange County, California",2787,121034,2542,879100,639,411,122,28,1276,81,06,059,099504
"Census Tract 996.04, Orange County, California",3827,96120,2638,601100,479,240,58,30,2007,207,06,059,099604
"Census Tract 996.05, Orange County, California",3708,104048,2000,623300,880,307,80,20,2058,242,06,059,099605
"Census Tract 998.01, Orange County, California",6158,55288,1368,425400,554,174,37,19,2901,360,06,059,099801
"Census Tract 1100.03, Orange County, California",3358,71196,1282,496100,457,145,19,24,1670,111,06,059,110003
"Census Tract 1100.05, Orange County, California",3102,96420,2178,499200,470,193,54,16,1499,81,06,059,110005
"Census Tract 1100.12, Orange County, California",5113,103785,2086,738900,1325,593,184,76,2448,166,06,059,110012
"Census Tract 1101.10, Orange County, California",5751,65609,1468,436500,970,237,31,32,2922,157,06,059,110110
"Census Tract 758.06, Orange County, California",6692,56037,1439,522500,718,171,16,57,3686,342,06,059,075806
"Census Tract 758.07, Orange County, California",3788,69405,1447,573400,593,178,20,0,2066,213,06,059,075807
"Census Tract 758.08, Orange County, California",3523,98920,3167,598000,572,186,69,26,1802,152,06,059,075808
"Census Tract 758.09, Orange County, California",3013,150868,3250,998700,767,271,269,56,1547,140,06,059,075809
"Census Tract 758.12, Orange County, California",6627,70625,1449,518700,821,154,22,7,3366,312,06,059,075812
"Census Tract 758.14, Orange County, California",3022,100767,1907,890100,743,172,62,82,1744,174,06,059,075814
"Census Tract 761.01, Orange County, California",10063,77702,1889,401900,1849,501,48,55,5959,650,06,059,076101
"Census Tract 762.01, Orange County, California",7297,97152,1600,462300,1321,484,52,121,4216,106,06,059,076201
"Census Tract 762.08, Orange County, California",5497,77273,1625,508500,714,307,58,33,2903,328,06,059,076208
"Census Tract 863.04, Orange County, California",5017,60324,1446,448000,704,100,51,20,2945,218,06,059,086304
"Census Tract 863.05, Orange County, California",4671,97331,2217,457600,544,245,7,34,2375,214,06,059,086305
"Census Tract 867.02, Orange County, California",6877,48795,1320,303000,420,90,21,0,3571,337,06,059,086702
"Census Tract 869.02, Orange County, California",5835,61301,1378,385700,745,148,66,32,2509,193,06,059,086902
"Census Tract 870.02, Orange County, California",7956,56897,1297,371900,1066,115,99,0,4337,699,06,059,087002
"Census Tract 874.01, Orange County, California",4233,82888,1500,405600,486,162,48,10,2680,399,06,059,087401
"Census Tract 874.04, Orange County, California",4019,40592,1271,389000,70,6,5,0,1994,198,06,059,087404
"Census Tract 875.04, Orange County, California",7761,47344,1357,318500,294,55,61,0,3374,197,06,059,087504
"Census Tract 877.01, Orange County, California",5706,49700,1186,366500,639,98,15,32,2816,199,06,059,087701
"Census Tract 879.01, Orange County, California",3605,48750,1086,360200,459,41,44,8,1794,253,06,059,087901
"Census Tract 883.01, Orange County, California",6989,67061,1193,407600,601,101,37,8,3589,230,06,059,088301
"Census Tract 889.01, Orange County, California",6948,46495,1396,368800,791,79,12,0,3199,409,06,059,088901
"Census Tract 889.03, Orange County, California",8778,60197,1458,392600,602,158,15,16,4518,385,06,059,088903
"Census Tract 889.05, Orange County, California",5779,56429,1638,415000,639,87,65,10,2952,375,06,059,088905
"Census Tract 992.32, Orange County, California",5357,93790,2581,592300,1111,448,60,51,2615,237,06,059,099232
"Census Tract 992.37, Orange County, California",3774,108708,2419,665400,699,233,79,67,1974,96,06,059,099237
"Census Tract 992.39, Orange County, California",3754,121442,2159,778500,918,385,143,56,2059,180,06,059,099239
"Census Tract 992.47, Orange County, California",3359,52212,1353,284600,210,23,0,4,1772,160,06,059,099247
"Census Tract 218.30, Orange County, California",5971,140341,2530,711300,1477,515,90,148,3305,163,06,059,021830
"Census Tract 115.04, Orange County, California",6024,31793,1248,333300,873,289,31,16,3665,379,06,059,011504
"Census Tract 117.09, Orange County, California",4346,100489,2420,593000,821,469,21,76,2092,142,06,059,011709
"Census Tract 117.14, Orange County, California",1038,88214,1785,-666666666,143,79,3,0,675,35,06,059,011714
"Census Tract 218.10, Orange County, California",3955,108110,2220,586700,709,222,18,99,1951,103,06,059,021810
"Census Tract 218.17, Orange County, California",3877,103333,1901,492700,738,202,104,35,2350,226,06,059,021817
"Census Tract 219.21, Orange County, California",4698,151463,3501,846800,901,422,265,87,2429,97,06,059,021921
"Census Tract 320.02, Orange County, California",6470,104032,2087,591600,1250,487,115,16,3315,129,06,059,032002
"Census Tract 320.14, Orange County, California",5965,57232,1187,140300,660,125,22,9,2807,148,06,059,032014
"Census Tract 525.15, Orange County, California",9256,99583,2227,699800,2186,1225,407,167,4606,281,06,059,052515
"Census Tract 525.17, Orange County, California",11322,106583,2195,537300,2668,1550,634,393,5994,505,06,059,052517
"Census Tract 525.18, Orange County, California",4609,92409,2037,607100,1742,548,233,104,3190,144,06,059,052518
"Census Tract 872, Orange County, California",8314,46786,1319,419500,724,327,47,65,4477,669,06,059,087200
"Census Tract 874.03, Orange County, California",3156,39265,1235,283300,132,5,0,0,1577,197,06,059,087403
"Census Tract 880.01, Orange County, California",4492,57917,1408,411000,385,97,47,3,2163,203,06,059,088001
"Census Tract 881.06, Orange County, California",5084,47682,1316,207500,464,213,46,24,2646,200,06,059,088106
"Census Tract 884.02, Orange County, California",5019,51518,1252,367700,339,40,7,0,2327,246,06,059,088402
"Census Tract 889.02, Orange County, California",4528,54545,1341,396200,490,121,10,0,2140,143,06,059,088902
"Census Tract 889.04, Orange County, California",5618,43750,1367,431600,665,93,20,0,2918,255,06,059,088904
"Census Tract 992.33, Orange County, California",3315,85000,,630500,621,225,34,32,1765,143,06,059,099233
"Census Tract 993.05, Orange County, California",7871,66658,1485,469900,1226,279,12,28,5046,374,06,059,099305
"Census Tract 747.02, Orange County, California",6282,54536,1121,367900,187,33,0,0,3020,235,06,059,074702
"Census Tract 754.05, Orange County, California",3202,65366,1414,466800,496,147,58,10,1530,99,06,059,075405
"Census Tract 756.04, Orange County, California",7622,147930,2093,880200,1941,976,609,127,3769,234,06,059,075604
"Census Tract 756.07, Orange County, California",6164,99046,1939,469400,1901,884,125,131,3746,145,06,059,075607
"Census Tract 757.01, Orange County, California",7564,78784,1620,631600,843,377,174,20,3762,286,06,059,075701
"Census Tract 992.42, Orange County, California",3755,80217,1813,592300,657,169,7,14,2061,181,06,059,099242
"Census Tract 992.45, Orange County, California",3008,117841,2348,692500,696,291,131,31,1630,114,06,059,099245
"Census Tract 993.09, Orange County, California",5420,94375,1800,661600,1283,483,217,56,2800,105,06,059,099309
"Census Tract 994.04, Orange County, California",4473,98971,1796,672900,945,416,84,72,2365,251,06,059,099404
"Census Tract 993.07, Orange County, California",2577,76083,1859,483700,477,301,104,10,1504,78,06,059,099307
"Census Tract 994.08, Orange County, California",4427,89826,1697,658000,871,469,87,8,2101,164,06,059,099408
"Census Tract 992.40, Orange County, California",5360,74964,1653,664200,1296,254,136,12,3000,224,06,059,099240
"Census Tract 992.48, Orange County, California",5481,40369,1414,46800,135,109,8,0,2351,161,06,059,099248
"Census Tract 320.37, Orange County, California",5103,65956,2017,481400,1238,473,117,33,1845,80,06,059,032037
"Census Tract 320.44, Orange County, California",5684,155529,2881,920000,1546,627,295,126,2993,214,06,059,032044
"Census Tract 9900, Placer County, California",0,-666666666,-666666666,-666666666,0,0,0,0,0,0,06,061,990000
"Census Tract 210.46, Placer County, California",4471,54630,1055,245900,465,160,69,15,2466,110,06,061,021046
"Census Tract 211.22, Placer County, California",3467,97363,1693,421700,1079,252,94,38,1691,120,06,061,021122
"Census Tract 211.23, Placer County, California",8002,113554,2103,384600,1812,700,108,10,3994,255,06,061,021123
"Census Tract 210.43, Placer County, California",3403,105606,1421,424200,851,134,48,32,1984,186,06,061,021043
"Census Tract 210.45, Placer County, California",3206,62371,1231,224700,376,69,16,0,1629,222,06,061,021045
"Census Tract 211.28, Placer County, California",3057,80962,1764,225400,444,123,8,10,1702,157,06,061,021128
"Census Tract 211.29, Placer County, California",3216,59948,1221,244300,465,109,30,9,1965,327,06,061,021129
"Census Tract 211.30, Placer County, California",2991,44375,1230,411000,459,144,0,0,1529,177,06,061,021130
"Census Tract 211.31, Placer County, California",5018,71494,1367,303800,875,199,58,35,2742,248,06,061,021131
"Census Tract 212.03, Placer County, California",6772,80545,1332,295000,1195,232,123,72,3268,412,06,061,021203
"Census Tract 212.04, Placer County, California",2548,84620,1297,446900,423,304,61,7,1228,39,06,061,021204
"Census Tract 213.09, Placer County, California",11193,101129,1821,410600,2158,639,326,67,5507,423,06,061,021309
"Census Tract 213.22, Placer County, California",13687,92300,1190,368900,2344,678,207,102,6119,526,06,061,021322
"Census Tract 214.03, Placer County, California",7909,41138,928,181000,564,32,22,0,3452,267,06,061,021403
"Census Tract 216.03, Placer County, California",4739,32607,917,262000,434,69,17,38,1715,222,06,061,021603
"Census Tract 204.01, Placer County, California",2084,31205,874,301700,295,60,47,10,1035,204,06,061,020401
"Census Tract 204.02, Placer County, California",3675,62868,1332,370300,606,330,120,75,1707,97,06,061,020402
"Census Tract 205.01, Placer County, California",2992,71188,1206,406700,515,156,48,27,1412,133,06,061,020501
"Census Tract 205.02, Placer County, California",4109,73363,1205,448600,839,197,69,51,1787,145,06,061,020502
"Census Tract 207.10, Placer County, California",4347,99879,1934,369200,951,353,98,39,2115,187,06,061,020710
"Census Tract 207.11, Placer County, California",4517,61027,1257,359800,1041,319,100,45,2209,169,06,061,020711
"Census Tract 207.12, Placer County, California",3830,51458,1151,272400,445,84,43,12,1750,87,06,061,020712
"Census Tract 207.13, Placer County, California",3279,47786,902,286300,496,124,29,95,1313,98,06,061,020713
"Census Tract 207.14, Placer County, California",3924,88559,1479,308600,612,191,68,51,2457,175,06,061,020714
"Census Tract 207.15, Placer County, California",3017,66250,1306,277800,464,157,33,26,1662,94,06,061,020715
"Census Tract 207.17, Placer County, California",3059,90462,1314,401300,605,207,107,49,1857,156,06,061,020717
"Census Tract 208.05, Placer County, California",4514,59301,1228,250800,538,261,13,26,2612,237,06,061,020805
"Census Tract 208.06, Placer County, California",3687,56991,1025,241600,376,116,33,23,1788,76,06,061,020806
"Census Tract 209.08, Placer County, California",6695,48361,1244,227100,584,157,52,28,3659,341,06,061,020908
"Census Tract 210.34, Placer County, California",4369,105257,1884,337200,941,269,65,50,2338,154,06,061,021034
"Census Tract 210.35, Placer County, California",7367,100327,1791,322200,1217,251,56,51,4188,280,06,061,021035
"Census Tract 210.37, Placer County, California",2165,64531,1043,309800,498,95,29,40,1130,59,06,061,021037
"Census Tract 216.04, Placer County, California",3792,95952,1838,456300,586,291,52,8,1778,90,06,061,021604
"Census Tract 210.38, Placer County, California",7367,96798,1439,298800,1274,134,31,64,3921,304,06,061,021038
"Census Tract 210.39, Placer County, California",1718,58477,-666666666,367900,539,226,66,25,251,34,06,061,021039
"Census Tract 210.40, Placer County, California",3136,42279,1288,329900,608,291,44,34,491,5,06,061,021040
"Census Tract 210.44, Placer County, California",6428,104485,1469,380800,1091,287,66,81,3462,201,06,061,021044
"Census Tract 220.11, Placer County, California",1619,99107,1759,705500,394,117,71,0,996,50,06,061,022011
"Census Tract 220.13, Placer County, California",2522,54825,1285,285700,328,128,11,13,1284,126,06,061,022013
"Census Tract 220.14, Placer County, California",1180,52500,583,695000,235,123,50,50,772,73,06,061,022014
"Census Tract 221, Placer County, California",695,57458,1281,626800,209,80,0,0,408,81,06,061,022100
"Census Tract 222, Placer County, California",973,59609,1322,592000,333,24,15,0,555,14,06,061,022200
"Census Tract 223, Placer County, California",657,61250,975,477300,185,31,14,0,356,34,06,061,022300
"Census Tract 224, Placer County, California",4319,83487,1231,516700,920,358,261,50,2151,104,06,061,022400
"Census Tract 225, Placer County, California",4404,129551,825,528800,716,401,116,43,2140,277,06,061,022500
"Census Tract 226, Placer County, California",5092,69609,1384,338900,831,284,48,9,2672,172,06,061,022600
"Census Tract 228, Placer County, California",4064,89175,1683,373400,773,412,177,64,2125,109,06,061,022800
"Census Tract 229, Placer County, California",5528,89211,1323,359600,996,358,100,8,2834,241,06,061,022900
"Census Tract 230, Placer County, California",3383,98631,2225,353600,601,274,52,4,1828,172,06,061,023000
"Census Tract 231, Placer County, California",7932,128926,1922,414100,1682,455,207,105,3899,141,06,061,023100
"Census Tract 232, Placer County, California",5711,85000,2099,309200,1021,262,62,17,2948,132,06,061,023200
"Census Tract 233, Placer County, California",4615,93859,1929,318700,1028,351,76,8,2364,368,06,061,023300
"Census Tract 234, Placer County, California",4531,83750,1808,259000,644,187,25,10,2210,164,06,061,023400
"Census Tract 235, Placer County, California",5532,113977,2256,447700,1142,266,103,17,2617,212,06,061,023500
"Census Tract 236, Placer County, California",4477,67057,1834,417300,954,473,233,133,575,16,06,061,023600
"Census Tract 237, Placer County, California",3348,67667,1757,420100,626,372,167,171,354,61,06,061,023700
"Census Tract 238, Placer County, California",3195,59216,1547,395800,600,421,56,26,641,47,06,061,023800
"Census Tract 239, Placer County, California",3247,99191,1633,305500,390,52,34,0,1672,125,06,061,023900
"Census Tract 220.02, Placer County, California",7364,62424,1087,271700,1014,160,89,19,3669,406,06,061,022002
"Census Tract 201.04, Placer County, California",1198,69174,1366,453300,393,47,55,0,742,28,06,061,020104
"Census Tract 201.07, Placer County, California",3279,38114,1029,364000,389,152,12,0,2274,318,06,061,020107
"Census Tract 206.02, Placer County, California",7421,87241,1182,545200,1172,615,107,147,3384,381,06,061,020602
"Census Tract 206.04, Placer County, California",6376,119215,1570,606600,1108,384,263,180,2910,198,06,061,020604
"Census Tract 203, Placer County, California",4578,46448,987,187700,393,298,15,0,2292,273,06,061,020300
"Census Tract 211.03, Placer County, California",3426,48438,1254,261600,345,65,17,8,1696,114,06,061,021103
"Census Tract 219.02, Placer County, California",4501,77550,1189,358700,782,413,81,7,2198,111,06,061,021902
"Census Tract 213.04, Placer County, California",5612,75500,1398,371000,711,146,56,9,2699,249,06,061,021304
"Census Tract 201.06, Placer County, California",1708,56500,1232,554600,378,85,0,28,1111,97,06,061,020106
"Census Tract 209.01, Placer County, California",2549,37938,943,195700,224,18,15,0,1134,153,06,061,020901
"Census Tract 210.03, Placer County, California",6080,56176,1318,292400,869,303,129,60,3257,327,06,061,021003
"Census Tract 211.06, Placer County, California",2012,81042,1332,328000,396,121,23,4,1018,60,06,061,021106
"Census Tract 211.08, Placer County, California",2699,47690,955,113900,143,69,14,21,1284,90,06,061,021108
"Census Tract 206.06, Placer County, California",4206,131393,2895,612300,1078,284,199,81,2208,184,06,061,020606
"Census Tract 215.01, Placer County, California",6610,62411,1336,333100,783,178,112,104,2802,282,06,061,021501
"Census Tract 218.01, Placer County, California",4749,95250,1683,462700,785,620,83,41,2283,148,06,061,021801
"Census Tract 219.01, Placer County, California",2653,50433,1159,351800,292,128,26,0,1237,114,06,061,021901
"Census Tract 214.01, Placer County, California",2314,47188,1206,217100,149,34,4,0,1032,113,06,061,021401
"Census Tract 215.02, Placer County, California",3746,74722,1302,313100,544,242,79,81,1875,114,06,061,021502
"Census Tract 218.02, Placer County, California",6447,51977,1043,277400,642,185,93,70,2609,120,06,061,021802
"Census Tract 201.05, Placer County, California",1124,104514,2028,571300,311,94,14,4,694,15,06,061,020105
