NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 83.55, San Diego County, California",3857,98875,2054,457400,682,221,42,73,2147,124,06,073,008355
"Census Tract 83.56, San Diego County, California",4058,85583,1610,336800,883,408,48,53,2238,158,06,073,008356
"Census Tract 83.59, San Diego County, California",4530,55550,1421,124500,827,378,15,45,2746,217,06,073,008359
"Census Tract 83.60, San Diego County, California",6783,76250,1447,314000,1164,462,44,90,4171,265,06,073,008360
"Census Tract 85.04, San Diego County, California",5901,63848,1735,458000,1217,429,45,55,3174,186,06,073,008504
"Census Tract 87.02, San Diego County, California",5094,66491,1642,390200,802,269,27,15,2728,213,06,073,008702
"Census Tract 89.02, San Diego County, California",2312,57642,1751,302800,613,241,22,36,1325,68,06,073,008902
"Census Tract 91.01, San Diego County, California",5707,87796,1491,627700,1450,540,136,165,2949,238,06,073,009101
"Census Tract 31.13, San Diego County, California",5648,76823,1785,304000,505,113,18,17,2930,545,06,073,003113
"Census Tract 14, San Diego County, California",3286,61164,1256,596800,842,543,144,75,2266,156,06,073,001400
"Census Tract 20.01, San Diego County, California",3273,121518,2907,752300,862,597,191,98,1794,111,06,073,002001
"Census Tract 22.02, San Diego County, California",5388,22713,855,230500,235,35,0,19,2179,227,06,073,002202
"Census Tract 24.02, San Diego County, California",5236,30635,979,301500,196,63,0,13,2238,250,06,073,002402
"Census Tract 26.01, San Diego County, California",6100,28891,1053,264900,165,94,37,15,2842,311,06,073,002601
"Census Tract 28.04, San Diego County, California",5049,64191,1602,485900,530,316,34,113,2506,253,06,073,002804
"Census Tract 29.05, San Diego County, California",4295,51618,1171,381800,547,217,56,18,2499,318,06,073,002905
"Census Tract 171.04, San Diego County, California",3926,96357,1897,613100,752,469,182,86,2083,131,06,073,017104
"Census Tract 172, San Diego County, California",4269,107013,1900,1945700,1207,772,337,401,2520,99,06,073,017200
"Census Tract 178.09, San Diego County, California",2363,77159,1898,671100,469,187,58,59,1379,163,06,073,017809
"Census Tract 179, San Diego County, California",7216,50698,1386,470500,821,458,62,127,3944,366,06,073,017900
"Census Tract 185.10, San Diego County, California",3227,52917,1306,340600,274,70,17,9,1566,290,06,073,018510
"Census Tract 185.12, San Diego County, California",3439,40255,1343,204600,586,231,12,72,1168,102,06,073,018512
"Census Tract 185.13, San Diego County, California",9128,66250,1726,375000,1624,423,53,123,4433,263,06,073,018513
"Census Tract 186.03, San Diego County, California",6418,37210,1301,271900,489,97,20,10,2743,189,06,073,018603
"Census Tract 124.01, San Diego County, California",3783,35525,1018,285000,200,81,6,7,1756,317,06,073,012401
"Census Tract 185.15, San Diego County, California",5054,77102,1737,438100,1051,410,72,43,2808,123,06,073,018515
"Census Tract 185.18, San Diego County, California",3236,50284,1263,300000,150,42,6,5,1674,104,06,073,018518
"Census Tract 190.01, San Diego County, California",6954,76131,1330,539700,1072,438,125,62,3405,153,06,073,019001
"Census Tract 191.03, San Diego County, California",5582,78269,1293,413100,1137,301,26,54,2474,161,06,073,019103
"Census Tract 192.06, San Diego County, California",5984,48549,1144,313000,461,75,10,18,2585,185,06,073,019206
"Census Tract 193.03, San Diego County, California",7777,69219,1122,427400,656,292,0,21,3963,443,06,073,019303
"Census Tract 194.05, San Diego County, California",3813,53417,1413,344500,241,50,24,32,1889,90,06,073,019405
"Census Tract 194.06, San Diego County, California",4913,52442,1278,302700,444,75,48,0,2472,247,06,073,019406
"Census Tract 4, San Diego County, California",3606,68099,1238,433600,1120,673,101,228,2512,100,06,073,000400
"Census Tract 5, San Diego County, California",2873,56750,1161,603000,824,359,66,42,2039,167,06,073,000500
"Census Tract 9, San Diego County, California",5184,45377,1028,297800,1248,413,107,83,3735,396,06,073,000900
"Census Tract 23.02, San Diego County, California",6620,22951,849,180900,438,56,0,0,2996,587,06,073,002302
"Census Tract 27.10, San Diego County, California",4223,36832,962,299700,235,33,9,13,1753,131,06,073,002710
"Census Tract 198.03, San Diego County, California",4645,78015,1838,414500,890,530,58,69,2538,135,06,073,019803
"Census Tract 199.03, San Diego County, California",4543,75211,1223,393300,566,95,9,0,2443,194,06,073,019903
"Census Tract 31.01, San Diego County, California",3735,53125,1572,269800,180,62,0,0,1766,189,06,073,003101
"Census Tract 31.11, San Diego County, California",7246,36750,1015,318000,434,103,0,0,2966,464,06,073,003111
"Census Tract 31.14, San Diego County, California",3637,96319,1935,351200,573,74,0,0,1774,110,06,073,003114
"Census Tract 32.12, San Diego County, California",3635,77051,1452,330200,495,174,9,0,1589,142,06,073,003212
"Census Tract 33.03, San Diego County, California",4469,33995,999,263600,183,2,0,0,2109,458,06,073,003303
"Census Tract 39.02, San Diego County, California",4482,30536,919,311500,72,20,9,0,2141,443,06,073,003902
"Census Tract 53, San Diego County, California",5695,51974,1351,771100,1224,283,112,236,2283,122,06,073,005300
"Census Tract 54, San Diego County, California",7503,85836,1724,590400,3085,851,927,346,5315,206,06,073,005400
"Census Tract 202.07, San Diego County, California",5208,38464,1144,191500,91,41,20,0,2434,178,06,073,020207
"Census Tract 207.06, San Diego County, California",6305,103971,1744,570000,1156,407,225,48,3115,255,06,073,020706
"Census Tract 208.06, San Diego County, California",5999,50872,1026,300900,414,138,0,0,2839,332,06,073,020806
"Census Tract 209.02, San Diego County, California",2190,88333,1225,347800,285,109,22,13,1001,97,06,073,020902
"Census Tract 209.04, San Diego County, California",2591,56125,962,381500,330,212,38,62,1182,69,06,073,020904
"Census Tract 83.27, San Diego County, California",6129,124350,2309,826200,1382,842,443,483,3229,150,06,073,008327
"Census Tract 85.02, San Diego County, California",6121,60517,1426,453900,927,515,129,214,3501,326,06,073,008502
"Census Tract 85.07, San Diego County, California",8424,65612,1245,440300,1313,351,138,97,4396,283,06,073,008507
"Census Tract 202.11, San Diego County, California",7280,44330,1116,303800,334,117,40,19,3618,273,06,073,020211
"Census Tract 203.04, San Diego County, California",6194,63150,1973,404800,1210,243,100,50,2728,64,06,073,020304
"Census Tract 203.07, San Diego County, California",7543,56140,1019,318800,1082,408,51,38,3932,278,06,073,020307
"Census Tract 206.01, San Diego County, California",5935,36468,1115,320700,143,48,8,15,2620,210,06,073,020601
"Census Tract 11, San Diego County, California",3545,53167,1164,266200,802,386,80,25,2417,159,06,073,001100
"Census Tract 17, San Diego County, California",4487,45207,1058,348700,522,554,21,13,3043,298,06,073,001700
"Census Tract 18, San Diego County, California",5392,41807,998,297000,1140,206,0,26,3611,322,06,073,001800
"Census Tract 19, San Diego County, California",3171,85769,1369,560600,891,502,42,92,2156,75,06,073,001900
"Census Tract 21, San Diego County, California",4842,50465,1048,469000,831,423,45,100,3508,372,06,073,002100
"Census Tract 24.01, San Diego County, California",4824,41284,1051,287500,470,72,12,8,2557,205,06,073,002401
"Census Tract 27.08, San Diego County, California",6112,25721,874,316100,157,77,8,0,2487,289,06,073,002708
"Census Tract 27.09, San Diego County, California",3600,27165,962,241400,120,117,15,0,1580,275,06,073,002709
"Census Tract 28.03, San Diego County, California",5365,43314,1070,377000,906,286,50,27,3025,220,06,073,002803
"Census Tract 29.02, San Diego County, California",6846,55568,1272,393100,794,432,29,71,3663,336,06,073,002902
"Census Tract 31.15, San Diego County, California",7054,47888,750,294300,569,82,7,0,3181,604,06,073,003115
"Census Tract 32.02, San Diego County, California",4993,49779,1128,324200,430,81,28,7,2255,291,06,073,003202
"Census Tract 35.02, San Diego County, California",4972,26854,1004,216400,59,0,0,0,2225,424,06,073,003502
"Census Tract 36.02, San Diego County, California",3350,45938,1097,224600,140,29,5,0,1433,168,06,073,003602
"Census Tract 41, San Diego County, California",7110,40132,1061,276500,907,193,8,42,3943,223,06,073,004100
"Census Tract 51, San Diego County, California",6970,27793,831,364700,1295,645,97,110,3546,723,06,073,005100
"Census Tract 61, San Diego County, California",2473,85724,1278,484900,716,204,82,37,1471,101,06,073,006100
"Census Tract 71, San Diego County, California",4554,120523,1865,961000,1310,459,323,157,2197,201,06,073,007100
"Census Tract 73.02, San Diego County, California",2069,100000,2077,851300,573,331,176,48,1122,65,06,073,007302
"Census Tract 81.02, San Diego County, California",3226,123050,2051,1462700,1110,490,167,114,1759,20,06,073,008102
"Census Tract 83.33, San Diego County, California",14721,138993,2241,962300,2821,2613,1294,963,7337,395,06,073,008333
"Census Tract 83.35, San Diego County, California",11256,146944,2211,690100,2408,1870,354,261,5706,319,06,073,008335
"Census Tract 83.36, San Diego County, California",2250,129375,2750,609500,582,377,53,97,1255,29,06,073,008336
"Census Tract 83.44, San Diego County, California",3391,102386,2296,623100,899,488,85,166,1733,158,06,073,008344
"Census Tract 83.48, San Diego County, California",5647,98774,1816,449600,1201,557,56,124,3422,434,06,073,008348
"Census Tract 85.01, San Diego County, California",5288,83000,1462,489000,1339,408,89,102,3065,231,06,073,008501
"Census Tract 85.13, San Diego County, California",3071,95430,2081,514100,665,215,90,79,1703,76,06,073,008513
"Census Tract 164.02, San Diego County, California",7908,49741,1105,382900,738,322,63,13,3644,557,06,073,016402
"Census Tract 97.04, San Diego County, California",5840,88711,1490,487600,1397,490,190,169,3067,193,06,073,009704
"Census Tract 88, San Diego County, California",6921,38726,1229,411800,898,104,7,11,2985,345,06,073,008800
"Census Tract 91.06, San Diego County, California",4527,55000,1206,493800,494,178,45,35,1778,132,06,073,009106
"Census Tract 83.11, San Diego County, California",2976,152250,3362,1716300,1077,268,333,98,1272,95,06,073,008311
"Census Tract 136.06, San Diego County, California",6849,62891,1588,377600,1152,406,74,56,3543,305,06,073,013606
"Census Tract 138.02, San Diego County, California",2833,46607,1413,188600,212,12,4,17,1371,159,06,073,013802
"Census Tract 139.05, San Diego County, California",4481,83016,1839,375500,466,154,32,26,2232,270,06,073,013905
"Census Tract 142, San Diego County, California",6088,62306,1440,307900,541,88,26,23,3213,447,06,073,014200
"Census Tract 143, San Diego County, California",4014,48317,1127,309200,208,10,38,0,2223,202,06,073,014300
"Census Tract 152, San Diego County, California",3857,94722,1606,615300,702,541,172,87,1957,174,06,073,015200
"Census Tract 153.01, San Diego County, California",3126,48272,1185,302600,197,48,6,0,1719,319,06,073,015301
"Census Tract 154.05, San Diego County, California",5967,95253,1383,513600,845,326,104,26,3268,318,06,073,015405
"Census Tract 156.02, San Diego County, California",2343,122891,2661,539000,358,171,48,44,1265,119,06,073,015602
"Census Tract 157.04, San Diego County, California",4213,40577,1127,262500,295,63,6,8,2261,318,06,073,015704
"Census Tract 161, San Diego County, California",6080,71019,1434,417200,1084,248,18,71,3620,262,06,073,016100
"Census Tract 163.01, San Diego County, California",5081,37821,1106,295400,332,58,28,0,2625,331,06,073,016301
"Census Tract 166.05, San Diego County, California",7420,62951,1352,183300,912,379,145,31,3987,429,06,073,016605
"Census Tract 166.06, San Diego County, California",4021,84545,1256,357500,498,170,15,0,2296,200,06,073,016606
"Census Tract 166.07, San Diego County, California",5922,75236,1368,379400,673,333,52,21,3374,244,06,073,016607
"Census Tract 166.12, San Diego County, California",6089,105581,1933,378900,921,216,91,21,3429,134,06,073,016612
"Census Tract 168.02, San Diego County, California",7577,64352,1344,323400,668,251,86,55,3477,215,06,073,016802
"Census Tract 168.06, San Diego County, California",4334,41627,1269,286000,252,69,13,0,2049,177,06,073,016806
"Census Tract 170.30, San Diego County, California",19564,130597,1677,672500,4726,2851,1026,633,9766,381,06,073,017030
"Census Tract 170.31, San Diego County, California",3866,93406,1779,386000,788,291,86,49,1954,59,06,073,017031
"Census Tract 170.42, San Diego County, California",8280,123626,1966,604100,1806,1291,116,128,4258,132,06,073,017042
"Census Tract 170.44, San Diego County, California",5780,126055,2133,616300,1282,954,147,176,2738,147,06,073,017044
"Census Tract 170.45, San Diego County, California",2768,160694,3212,719800,696,422,91,103,1427,101,06,073,017045
"Census Tract 187, San Diego County, California",39454,40988,1813,-666666666,1556,347,213,0,4201,653,06,073,018700
"Census Tract 188.03, San Diego County, California",4393,67388,1283,497300,999,274,34,98,2210,170,06,073,018803
"Census Tract 191.06, San Diego County, California",9189,80106,1190,477100,1180,386,26,25,4204,416,06,073,019106
"Census Tract 196.01, San Diego County, California",6123,58551,1299,381700,555,139,32,48,3152,217,06,073,019601
"Census Tract 82, San Diego County, California",2602,64464,1796,1142900,733,448,181,340,1319,62,06,073,008200
"Census Tract 83.01, San Diego County, California",2937,105175,2949,839300,906,473,183,126,1149,51,06,073,008301
"Census Tract 83.05, San Diego County, California",2118,41250,1069,474100,536,559,38,68,1213,106,06,073,008305
"Census Tract 83.07, San Diego County, California",3671,90581,1879,646500,881,617,165,201,1801,79,06,073,008307
"Census Tract 83.24, San Diego County, California",6962,129904,2026,1098200,1857,954,538,518,3628,113,06,073,008324
"Census Tract 133.08, San Diego County, California",3907,49189,1505,215000,179,49,15,0,1777,234,06,073,013308
"Census Tract 133.09, San Diego County, California",7505,82792,1840,370600,941,317,9,30,3939,341,06,073,013309
"Census Tract 134.10, San Diego County, California",7978,114464,2224,480600,1180,816,206,50,3901,139,06,073,013410
"Census Tract 134.18, San Diego County, California",6197,77745,1748,304900,792,277,63,0,3108,202,06,073,013418
"Census Tract 135.04, San Diego County, California",3702,102067,1747,373800,497,206,58,0,2020,152,06,073,013504
"Census Tract 136.01, San Diego County, California",5001,74784,1173,481400,698,359,138,52,2604,247,06,073,013601
"Census Tract 139.03, San Diego County, California",4400,65000,1654,314700,394,101,14,27,1927,104,06,073,013903
"Census Tract 139.07, San Diego County, California",4525,43190,1086,227900,168,64,20,13,2173,310,06,073,013907
"Census Tract 146.02, San Diego County, California",4603,79875,1307,540800,990,285,70,75,2424,177,06,073,014602
"Census Tract 148.03, San Diego County, California",4806,44397,1294,381700,856,219,46,34,2537,266,06,073,014803
"Census Tract 157.01, San Diego County, California",6826,31839,997,27100,347,140,0,4,3008,472,06,073,015701
"Census Tract 166.17, San Diego County, California",3299,42236,1291,195200,291,146,13,9,1587,190,06,073,016617
"Census Tract 168.10, San Diego County, California",2887,84676,1645,382200,289,67,24,14,1627,242,06,073,016810
"Census Tract 168.11, San Diego County, California",4353,61875,1815,339700,352,140,15,23,2221,191,06,073,016811
"Census Tract 170.14, San Diego County, California",2365,43175,1557,373800,661,300,44,74,691,8,06,073,017014
"Census Tract 170.19, San Diego County, California",6011,67526,1663,551800,1373,794,221,271,2564,293,06,073,017019
"Census Tract 170.32, San Diego County, California",13778,123449,2034,634800,3405,1508,413,591,6747,260,06,073,017032
"Census Tract 170.37, San Diego County, California",5915,91098,1600,606700,1363,389,189,126,3068,267,06,073,017037
"Census Tract 171.06, San Diego County, California",4850,105083,2428,2000001,1204,622,369,257,1817,90,06,073,017106
"Census Tract 176.01, San Diego County, California",5622,112650,2580,827400,1543,790,269,300,2229,154,06,073,017601
"Census Tract 1, San Diego County, California",2716,125370,,1038200,795,401,274,94,1251,42,06,073,000100
"Census Tract 6, San Diego County, California",2904,55925,1226,421400,891,272,113,108,2154,99,06,073,000600
"Census Tract 120.03, San Diego County, California",3519,56500,1075,314400,287,31,11,14,1813,201,06,073,012003
"Census Tract 132.03, San Diego County, California",7018,24876,957,333800,306,16,0,0,2924,570,06,073,013203
"Census Tract 132.04, San Diego County, California",4124,35066,1098,94100,175,146,0,0,2151,418,06,073,013204
"Census Tract 133.01, San Diego County, California",5418,70614,1493,335000,445,192,28,0,2548,270,06,073,013301
"Census Tract 133.03, San Diego County, California",5545,59120,1350,244700,443,98,27,8,2928,421,06,073,013303
"Census Tract 133.07, San Diego County, California",4212,59926,1691,295100,342,79,33,0,1695,224,06,073,013307
"Census Tract 134.01, San Diego County, California",4562,84702,2125,379500,580,349,15,21,2516,313,06,073,013401
"Census Tract 134.15, San Diego County, California",1595,88220,2271,343700,285,136,18,15,856,96,06,073,013415
"Census Tract 57, San Diego County, California",1728,40250,946,441700,302,148,94,14,1003,97,06,073,005700
"Census Tract 58, San Diego County, California",2888,77892,1929,383600,874,397,305,49,2053,118,06,073,005800
"Census Tract 68.01, San Diego County, California",2431,56464,1484,289200,685,225,50,44,1392,143,06,073,006801
"Census Tract 186.11, San Diego County, California",7962,84899,2271,496200,1191,609,105,50,3429,285,06,073,018611
"Census Tract 192.03, San Diego County, California",2623,63590,1774,424400,320,136,40,15,1311,61,06,073,019203
"Census Tract 195.01, San Diego County, California",3402,36311,1168,287500,40,16,5,5,1544,141,06,073,019501
"Census Tract 198.04, San Diego County, California",4713,96728,2104,550900,1044,427,91,50,2394,202,06,073,019804
"Census Tract 198.05, San Diego County, California",4093,43103,1313,173600,475,137,67,32,1568,130,06,073,019805
"Census Tract 200.18, San Diego County, California",8386,49873,1232,239900,422,36,32,0,3864,137,06,073,020018
"Census Tract 201.08, San Diego County, California",5966,37813,1200,273200,184,99,0,10,2808,310,06,073,020108
"Census Tract 204.01, San Diego County, California",2372,118125,2000,665600,451,332,56,62,1189,102,06,073,020401
"Census Tract 204.04, San Diego County, California",4733,72891,1451,511200,843,416,89,65,2673,201,06,073,020404
"Census Tract 207.09, San Diego County, California",8184,81115,1722,444200,1274,582,121,78,4155,319,06,073,020709
"Census Tract 78, San Diego County, California",6151,58912,1390,622100,1446,268,84,15,3918,204,06,073,007800
"Census Tract 80.02, San Diego County, California",2687,94900,2124,779600,789,367,189,51,1684,92,06,073,008002
"Census Tract 83.49, San Diego County, California",3725,96467,1681,430700,717,229,54,26,2203,235,06,073,008349
"Census Tract 83.53, San Diego County, California",5115,79583,2155,422100,892,322,100,29,2810,200,06,073,008353
"Census Tract 83.57, San Diego County, California",5067,79719,1534,332300,1112,236,6,60,2894,204,06,073,008357
"Census Tract 85.03, San Diego County, California",6525,74489,1358,570900,1572,632,141,141,3901,403,06,073,008503
"Census Tract 85.06, San Diego County, California",4562,77905,1430,428900,756,329,13,47,2534,90,06,073,008506
"Census Tract 89.01, San Diego County, California",5157,69783,1691,349100,1109,353,243,84,3530,340,06,073,008901
"Census Tract 91.07, San Diego County, California",4574,61179,1450,329400,1036,467,128,90,2861,145,06,073,009107
"Census Tract 99.01, San Diego County, California",772,-666666666,-666666666,-666666666,36,0,0,0,9,0,06,073,009901
"Census Tract 101.09, San Diego County, California",4727,73208,1385,293900,324,19,11,0,2285,241,06,073,010109
"Census Tract 111, San Diego County, California",4347,85729,1808,1254100,1051,662,283,38,1995,100,06,073,011100
"Census Tract 121.01, San Diego County, California",2517,48942,929,374000,76,51,10,10,1099,136,06,073,012101
"Census Tract 200.25, San Diego County, California",4822,53929,1344,336100,728,148,18,26,2434,252,06,073,020025
"Census Tract 200.17, San Diego County, California",3373,38690,1237,287500,186,48,9,15,1512,134,06,073,020017
"Census Tract 200.22, San Diego County, California",7761,62583,1438,461800,1083,416,83,65,3625,195,06,073,020022
"Census Tract 200.23, San Diego County, California",4361,60037,1473,322600,389,142,50,23,2233,212,06,073,020023
"Census Tract 201.05, San Diego County, California",4437,59080,1288,307000,591,242,46,39,1977,143,06,073,020105
"Census Tract 202.10, San Diego County, California",5140,47059,1259,196700,295,175,17,9,2437,173,06,073,020210
"Census Tract 207.10, San Diego County, California",1577,113015,2134,605800,461,212,34,28,865,59,06,073,020710
"Census Tract 201.09, San Diego County, California",5456,68405,1718,324400,306,55,7,0,2664,137,06,073,020109
"Census Tract 135.03, San Diego County, California",5614,51692,1186,357300,570,287,65,52,3002,477,06,073,013503
"Census Tract 135.06, San Diego County, California",4358,66346,1414,397800,297,244,0,12,2102,296,06,073,013506
"Census Tract 137.02, San Diego County, California",6184,58099,1173,412600,498,153,24,27,2847,252,06,073,013702
"Census Tract 140.02, San Diego County, California",4699,71468,1192,331400,291,205,40,9,2177,197,06,073,014002
"Census Tract 141.01, San Diego County, California",4150,71667,1408,309800,257,50,35,44,2027,366,06,073,014101
"Census Tract 148.04, San Diego County, California",3702,53654,1219,365700,536,351,85,13,1609,76,06,073,014804
"Census Tract 199.04, San Diego County, California",7055,67614,1493,465700,1045,419,91,150,3747,295,06,073,019904
"Census Tract 198.09, San Diego County, California",4357,84016,1899,388100,759,423,155,71,2151,243,06,073,019809
"Census Tract 200.26, San Diego County, California",4370,59336,1688,405700,647,325,104,46,2019,107,06,073,020026
"Census Tract 200.27, San Diego County, California",15056,85872,1575,545600,3454,1077,255,133,6330,192,06,073,020027
"Census Tract 170.56, San Diego County, California",4016,95308,1733,461600,1115,588,28,70,2450,78,06,073,017056
"Census Tract 186.14, San Diego County, California",6346,45695,1345,110000,561,150,55,16,2675,265,06,073,018614
"Census Tract 200.28, San Diego County, California",4017,34817,1109,215600,136,35,0,0,1877,154,06,073,020028
"Census Tract 200.29, San Diego County, California",5476,36034,1087,108300,465,140,29,30,2245,90,06,073,020029
"Census Tract 202.13, San Diego County, California",3980,32568,1091,211400,71,14,19,0,1913,214,06,073,020213
"Census Tract 202.14, San Diego County, California",5686,27601,997,261500,200,29,9,5,2121,267,06,073,020214
"Census Tract 203.08, San Diego County, California",5565,32555,1170,141500,498,14,51,6,2348,112,06,073,020308
"Census Tract 203.09, San Diego County, California",4674,67665,1269,382000,323,77,51,0,2247,138,06,073,020309
"Census Tract 208.10, San Diego County, California",5086,111850,2170,390400,840,186,18,67,2789,215,06,073,020810
"Census Tract 208.11, San Diego County, California",5642,93411,1969,380700,770,327,42,54,2668,184,06,073,020811
"Census Tract 212.05, San Diego County, California",7425,60682,1359,364200,753,250,101,32,3945,272,06,073,021205
"Census Tract 212.06, San Diego County, California",2656,77071,,484300,480,122,68,21,1400,139,06,073,021206
"Census Tract 214, San Diego County, California",7079,59024,1504,571400,1033,426,242,131,3004,185,06,073,021400
"Census Tract 215, San Diego County, California",9433,177589,2145,974400,1622,1315,769,720,4450,120,06,073,021500
"Census Tract 216, San Diego County, California",3689,61463,2341,1224500,503,298,125,59,640,71,06,073,021600
"Census Tract 218, San Diego County, California",2381,94545,3021,1691700,596,330,156,83,838,37,06,073,021800
"Census Tract 200.21, San Diego County, California",6352,51743,1143,414500,451,173,7,24,3152,174,06,073,020021
"Census Tract 202.02, San Diego County, California",6704,31796,1127,215400,190,83,6,0,3101,315,06,073,020202
"Census Tract 205, San Diego County, California",5206,41591,1265,339900,300,161,48,35,2604,230,06,073,020500
"Census Tract 35.01, San Diego County, California",4773,30804,1064,239800,43,19,15,8,2019,288,06,073,003501
"Census Tract 52, San Diego County, California",5218,33673,1282,327800,1599,383,171,75,2980,127,06,073,005200
"Census Tract 60, San Diego County, California",3860,68063,1338,659500,1136,682,254,91,2433,122,06,073,006000
"Census Tract 50, San Diego County, California",2544,24044,891,205000,45,7,6,7,1034,178,06,073,005000
"Census Tract 62, San Diego County, California",22,-666666666,-666666666,-666666666,0,0,0,0,0,0,06,073,006200
"Census Tract 76, San Diego County, California",4391,57083,1234,671000,1117,434,208,94,2840,138,06,073,007600
"Census Tract 170.47, San Diego County, California",3883,130676,2355,643200,921,494,191,209,2016,168,06,073,017047
"Census Tract 171.07, San Diego County, California",2728,139625,2927,687500,851,361,76,95,1367,112,06,073,017107
"Census Tract 185.04, San Diego County, California",6972,65883,1370,605800,1064,350,158,39,3703,161,06,073,018504
"Census Tract 185.09, San Diego County, California",4630,41497,1125,325000,215,82,17,29,2178,210,06,073,018509
"Census Tract 185.17, San Diego County, California",5041,47702,1459,264200,412,161,15,27,2330,214,06,073,018517
"Census Tract 186.12, San Diego County, California",3515,82056,1727,367100,422,136,53,10,1801,125,06,073,018612
"Census Tract 193.01, San Diego County, California",6771,89821,2138,388200,924,253,149,55,3681,247,06,073,019301
"Census Tract 195.02, San Diego County, California",5662,34631,1173,300800,90,0,0,0,2527,94,06,073,019502
"Census Tract 200.14, San Diego County, California",7512,96475,1967,642600,1815,1075,163,199,3973,325,06,073,020014
"Census Tract 201.07, San Diego County, California",3978,69631,1167,390300,514,111,28,37,2105,98,06,073,020107
"Census Tract 119.02, San Diego County, California",5827,57038,1597,305100,655,127,20,9,2617,368,06,073,011902
"Census Tract 191.07, San Diego County, California",1877,56630,835,300700,190,68,0,17,732,66,06,073,019107
"Census Tract 200.20, San Diego County, California",7781,86548,1995,445300,1150,497,123,42,3567,216,06,073,020020
"Census Tract 72, San Diego County, California",5926,107083,2873,955800,951,602,397,106,2605,153,06,073,007200
"Census Tract 153.02, San Diego County, California",3961,81324,1248,466300,539,482,47,59,1720,90,06,073,015302
"Census Tract 164.01, San Diego County, California",5198,63266,1491,346800,590,162,42,19,2447,272,06,073,016401
"Census Tract 166.13, San Diego County, California",1958,84722,1339,365200,253,107,54,0,1103,100,06,073,016613
"Census Tract 83.39, San Diego County, California",2134,55326,1669,380600,338,222,28,124,1331,63,06,073,008339
"Census Tract 83.47, San Diego County, California",6675,99300,1911,421900,1526,393,75,190,3777,240,06,073,008347
"Census Tract 83.54, San Diego County, California",6888,103448,2098,478600,1768,673,65,133,4109,280,06,073,008354
"Census Tract 85.05, San Diego County, California",6100,61215,1203,454500,788,364,66,80,3670,461,06,073,008505
"Census Tract 176.04, San Diego County, California",6746,73661,1537,762500,1671,573,363,157,3487,308,06,073,017604
"Census Tract 184, San Diego County, California",2991,46094,1175,467500,393,185,84,13,1548,48,06,073,018400
"Census Tract 155.01, San Diego County, California",5003,67857,1424,313500,546,136,32,30,2586,140,06,073,015501
"Census Tract 157.03, San Diego County, California",7336,22837,1004,19200,262,31,9,15,2927,641,06,073,015703
"Census Tract 158.01, San Diego County, California",3721,27803,1003,331300,155,15,9,0,1611,261,06,073,015801
"Census Tract 158.02, San Diego County, California",5145,31250,1067,312400,304,107,7,20,1916,394,06,073,015802
"Census Tract 159.01, San Diego County, California",3638,34119,1034,,132,51,0,0,1754,358,06,073,015901
"Census Tract 160, San Diego County, California",2408,66711,1275,433000,247,81,22,22,1301,166,06,073,016000
"Census Tract 162.01, San Diego County, California",5512,95096,1533,492300,1256,441,191,117,2941,167,06,073,016201
"Census Tract 166.10, San Diego County, California",4068,71324,1404,331300,447,173,31,15,2215,285,06,073,016610
"Census Tract 166.14, San Diego County, California",4145,87315,1539,367000,610,233,18,15,2288,223,06,073,016614
"Census Tract 166.15, San Diego County, California",3610,67434,1631,367800,363,150,38,61,1370,121,06,073,016615
"Census Tract 167.02, San Diego County, California",6797,56711,1100,322600,542,168,86,0,3276,286,06,073,016702
"Census Tract 170.22, San Diego County, California",5649,80038,1955,542100,1336,485,220,179,2771,211,06,073,017022
"Census Tract 171.08, San Diego County, California",4801,104909,2273,603100,1167,622,193,108,2686,203,06,073,017108
"Census Tract 173.05, San Diego County, California",2769,102929,2256,901900,730,398,154,230,1270,37,06,073,017305
"Census Tract 178.11, San Diego County, California",7604,103582,1947,597400,2128,688,379,149,4072,198,06,073,017811
"Census Tract 185.11, San Diego County, California",4533,46645,1068,346100,391,60,13,8,2459,241,06,073,018511
"Census Tract 185.14, San Diego County, California",8519,74419,1869,422200,1267,539,50,44,4213,410,06,073,018514
"Census Tract 185.16, San Diego County, California",3890,52246,1487,354400,265,192,59,27,1809,245,06,073,018516
"Census Tract 186.01, San Diego County, California",4708,81055,2341,407200,645,227,10,6,2378,243,06,073,018601
"Census Tract 186.09, San Diego County, California",5911,56317,1415,303500,408,158,19,29,3002,336,06,073,018609
"Census Tract 188.01, San Diego County, California",3801,75446,1092,495000,682,168,48,19,1606,87,06,073,018801
"Census Tract 189.05, San Diego County, California",6645,46636,1006,336100,386,139,0,47,2978,378,06,073,018905
"Census Tract 196.02, San Diego County, California",5108,57667,1022,440500,652,197,57,25,2028,83,06,073,019602
"Census Tract 199.02, San Diego County, California",3970,53333,1243,365000,288,95,42,66,2166,70,06,073,019902
"Census Tract 199.05, San Diego County, California",4201,59427,1527,430400,648,175,88,53,2122,128,06,073,019905
"Census Tract 200.13, San Diego County, California",13672,106296,1723,695000,3418,1309,386,173,6794,370,06,073,020013
"Census Tract 200.16, San Diego County, California",9414,114817,2371,720900,2120,1078,443,331,4639,369,06,073,020016
